Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"HQ014716C0011",,"P00143","0","DCA Definitive Contract","$13,820,000.00","Jan 28, 2022",,"97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054",,,"CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ014719C5001",,"P00027","0","DCA Definitive Contract","$21,548,094.00","Jul 13, 2022","May 1, 2018","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","J014","MAINT/REPAIR/REBUILD OF EQUIPMENT- GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"HQ014719F0038","HQ014712D0003","P00130","0","DO Delivery Order","$11,000,000.00","Apr 26, 2022","Sep 21, 2018","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","GAITHERSBURG","MD","208783328","NONE","NONE OF THE ABOVE","NPTBVK49FNB3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","3VQB0",
"HQ085121C0002",,"P00050","0","DCA Definitive Contract","$18,095,136.47","Nov 9, 2022","Jan 28, 2019","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085220F0002","HQ014712D0003","P00061","0","DO Delivery Order","$14,874,172.00","Jan 19, 2022","Jul 19, 2019","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","GAITHERSBURG","MD","208783328","NONE","NONE OF THE ABOVE","NPTBVK49FNB3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","3VQB0",
"HQ085321F0004","HQ014712D0001","P00003","0","DO Delivery Order","$12,000,000.00","Jan 5, 2022","Aug 18, 2021","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","K014","MODIFICATION OF EQUIPMENT- GUIDED MISSILES","541720","RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"HQ085321F0004","HQ014712D0001","P00016","0","DO Delivery Order","$41,246,861.14","Jun 15, 2022","Aug 18, 2021","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","K014","MODIFICATION OF EQUIPMENT- GUIDED MISSILES","541720","RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"HR001120C0074",,"P00009","0","DCA Definitive Contract","$10,719,316.00","Aug 26, 2022","Jan 10, 2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","DEF ADVANCED RESEARCH PROJECTS AGCY","S","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","PALMDALE","CA","935990001","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","LXKGXB75YKY6","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","0L1E5",
"N0001914C0002",,"P00101","16","DCA Definitive Contract","$15,368,468.00","Mar 3, 2022",,"1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619",,,"G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001917C0022",,"P00017","0","DCA Definitive Contract","$19,299,216.00","May 5, 2022",,"1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","ARCHBALD","PA","184031527",,,"MAENKG4UJLK8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","94271",
"N0001918C1048",,"P00053","16","DCA Definitive Contract","$23,033,323.00","Apr 1, 2022",,"1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001919C0010",,"P00064","0","DCA Definitive Contract","$56,686,000.00","Apr 5, 2022","Nov 7, 2018","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001919C0013",,"P00045","0","DCA Definitive Contract","$14,325,915.00","Oct 26, 2022","May 31, 2018","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1520","AIRCRAFT, ROTARY WING","336411","AIRCRAFT MANUFACTURING","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"N0001919C0074",,"P00015","0","DCA Definitive Contract","$97,469,821.00","May 31, 2022","Mar 28, 2019","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001919C0074",,"P00019","0","DCA Definitive Contract","$30,845,316.00","Dec 20, 2022","Mar 28, 2019","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","JSQTW5L2SSM1","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001919F2474","N0001914G0020","P00037","0","DO Delivery Order","$41,538,797.77","Sep 8, 2022","Dec 27, 2018","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","AC15","NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001920C0009",,"P00014","0","DCA Definitive Contract","$224,875,729.00","Jul 19, 2022","Feb 13, 2019","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","S","SERVICE CONTRACT INVENTORY (FAR 4.17)","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001921F0398","N0001919G0008","P00004","0","DO Delivery Order","$145,809,879.00","Sep 21, 2022","Sep 2, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001921F0753","N0001920D0007","P00002","0","DO Delivery Order","$12,570,024.18","Jan 10, 2022","Aug 12, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001921F0753","N0001920D0007","P00005","0","DO Delivery Order","$25,511,900.00","Jun 29, 2022","Aug 12, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001922C0041",,"P00002","0","DCA Definitive Contract","$61,013,837.00","Jul 21, 2022","Apr 22, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","AC15","NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001922C0062",,"0","0","DCA Definitive Contract","$53,325,773.50","Jul 27, 2022","Sep 7, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","AC15","NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001922F1020","N0001919G0008","0","0","DO Delivery Order","$13,443,943.00","May 16, 2022","Feb 28, 2022","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001922F1198","N0001919G0029","P00001","0","DO Delivery Order","$14,457,101.00","Apr 25, 2022","Feb 16, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1520","AIRCRAFT, ROTARY WING","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"N0001922F1198","N0001919G0029","P00003","0","DO Delivery Order","$30,193,995.00","Dec 2, 2022","Feb 16, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1520","AIRCRAFT, ROTARY WING","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"N0001922F2059","N0001921D0001","0","0","DO Delivery Order","$261,234,926.00","Sep 28, 2022","Sep 14, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0002411C2300",,"P00180","0","DCA Definitive Contract","$17,333,617.00","Aug 26, 2022",,"1700","DEPT OF THE NAVY","NAVSEA HQ","P","1905","COMBAT SHIPS AND LANDING VESSELS","336611","SHIP BUILDING AND REPAIRING","BALTIMORE","MD","212204207",,,"MJENSFHZJP11","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","38597",
"N0002413C5116",,"P00149","0","DCA Definitive Contract","$59,495,083.70","Aug 23, 2022",,"1700","DEPT OF THE NAVY","NAVSEA HQ","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054",,,"CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002418C5218",,"P00035","0","DCA Definitive Contract","$23,408,817.43","Jun 28, 2022",,"1700","DEPT OF THE NAVY","NAVSEA HQ","P","3590","MISCELLANEOUS SERVICE AND TRADE EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MANASSAS","VA","201104166","NONE","NONE OF THE ABOVE","NMHFLDYJJ4C5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","52088",
"N0002418C6258",,"P00019","0","DCA Definitive Contract","$23,378,642.00","May 31, 2022","Sep 21, 2017","1700","DEPT OF THE NAVY","NAVSEA HQ","S","K012","MODIFICATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MANASSAS","VA","201104166","S","SERVICE CONTRACT INVENTORY (FAR 4.17)","NMHFLDYJJ4C5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","52088",
"N0002418C6258",,"P00020","0","DCA Definitive Contract","$13,203,719.00","Sep 8, 2022","Sep 21, 2017","1700","DEPT OF THE NAVY","NAVSEA HQ","S","K012","MODIFICATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MANASSAS","VA","201104166","S","SERVICE CONTRACT INVENTORY (FAR 4.17)","NMHFLDYJJ4C5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","52088",
"N0002419C6120",,"P00014","0","DCA Definitive Contract","$17,132,970.00","Aug 9, 2022","Nov 7, 2018","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5865","ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"N0002420C5101",,"P00023","16","DCA Definitive Contract","$62,086,386.00","Jun 17, 2022","Apr 2, 2020","1700","DEPT OF THE NAVY","NAVSEA HQ","P","1285","FIRE CONTROL RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002420C5105",,"P00018","0","DCA Definitive Contract","$28,125,000.00","Dec 21, 2022","May 17, 2019","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002420C5503",,"P00014","0","DCA Definitive Contract","$51,338,696.00","Jun 27, 2022","Apr 30, 2019","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5865","ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"N0003019C0025",,"P00039","0","DCA Definitive Contract","$203,925,058.00","May 26, 2022","Dec 11, 2018","1700","DEPT OF THE NAVY","STRATEGIC SYSTEMS PROGRAMS","S","AC22","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","LITTLETON","CO","801258504","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"N0003021C0100",,"P00011","17","DCA Definitive Contract","$396,882,736.00","Apr 19, 2022","Feb 24, 2021","1700","DEPT OF THE NAVY","STRATEGIC SYSTEMS PROGRAMS","P","1420","GUIDED MISSILE COMPONENTS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TITUSVILLE","FL","327807910","NONE","NONE OF THE ABOVE","KMEVRAKJVBD3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","7X6A9",
"N0038321F0W00","N0038320DW001","P00003","0","DO Delivery Order","$17,193,028.19","Jun 17, 2022","Dec 20, 2018","1700","DEPT OF THE NAVY","NAVSUP WEAPON SYSTEMS SUPPORT","P","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"N0038322F0VM2","N0038319DVM01","0","0","DO Delivery Order","$38,231,937.00","Aug 8, 2022","Oct 24, 2021","1700","DEPT OF THE NAVY","NAVSUP WEAPON SYSTEMS SUPPORT","P","5998","ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE","335999","ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"SPE4A222F3685","SPE4AX17D9006","0","0","DO Delivery Order","$129,647,824.20","Mar 14, 2022","Mar 14, 2022","97AS","DEFENSE LOGISTICS AGENCY","DLA AVIATION","P","1560","AIRFRAME STRUCTURAL COMPONENTS","336412","AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING","BALTIMORE","MD","212204207","NONE","NONE OF THE ABOVE","MJENSFHZJP11","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","38597",
"W31P4Q19C0011",,"PZ0126","2","DCA Definitive Contract","$46,770,479.00","Jun 3, 2022","Jun 2, 2017","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1410","GUIDED MISSILES","336419","OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","GRAND PRAIRIE","TX","750512704","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q20C0023",,"P00044","2","DCA Definitive Contract","$14,213,801.00","Apr 28, 2022","Aug 9, 2019","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q20C0023",,"P00061","1","DCA Definitive Contract","$53,156,586.42","Sep 27, 2022","Oct 23, 2019","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q20C0023",,"P00064","1","DCA Definitive Contract","$294,488,521.82","Nov 8, 2022","Oct 23, 2019","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q21C0039",,"P00009","1","DCA Definitive Contract","$15,352,574.70","Sep 29, 2022","Jul 30, 2019","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1440","LAUNCHERS, GUIDED MISSILE","336415","GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"W31P4Q21C0042",,"P00015","1","DCA Definitive Contract","$40,782,510.00","May 19, 2022","Feb 18, 2021","2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","NONE","NONE OF THE ABOVE","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q21C0042",,"P00022","1","DCA Definitive Contract","$54,742,145.00","Nov 9, 2022","Feb 18, 2021","2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","NONE","NONE OF THE ABOVE","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W50RAJ2190001",,"P00017",0,"Other Transaction IDV","$55,118,862.73","Jun 14, 2022","Sep 18, 2020","2100","DEPT OF THE ARMY","W6J1 RCCTO BELVOIR","S","AC33","NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT",,,"BALTIMORE","MD","212204207",,,"MJENSFHZJP11","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","38597",
"W50RAJ2190001",,"P00020",0,"Other Transaction IDV","$37,500,000.00","Nov 2, 2022","Sep 18, 2020","2100","DEPT OF THE ARMY","W6J1 RCCTO BELVOIR","S","AC33","NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT",,,"BALTIMORE","MD","212204207",,,"MJENSFHZJP11","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","38597",
